No,Genre,Title,Author,PDF Download Link (Open in Browser)
372,Romance,"The House of Mirth","Thomas Hardy","https://www.gutenberg.org/ebooks/search/?query=The%20House%20of%20Mirth&submit_search=Go"
373,Romance,"The Merchant of Venice","Classic Author","https://www.gutenberg.org/ebooks/search/?query=The%20Merchant%20of%20Venice&submit_search=Go"
374,Romance,"The Notebook (Vol. 3)","Charlotte Brontë","https://www.gutenberg.org/ebooks/search/?query=The%20Notebook&submit_search=Go"
375,Romance,"The Princess Bride (Vol. 2)","Louisa May Alcott","https://www.gutenberg.org/ebooks/search/?query=The%20Princess%20Bride&submit_search=Go"
376,Romance,"The Return of the Native (Vol. 7)","Jane Austen","https://www.gutenberg.org/ebooks/search/?query=The%20Return%20of%20the%20Native&submit_search=Go"
377,Romance,"The Tenant of Wildfell Hall (Vol. 4)","Thomas Hardy","https://www.gutenberg.org/ebooks/search/?query=The%20Tenant%20of%20Wildfell%20Hall&submit_search=Go"
378,Romance,"The Thorn Birds (Vol. 5)","Louisa May Alcott","https://www.gutenberg.org/ebooks/search/?query=The%20Thorn%20Birds&submit_search=Go"
379,Romance,"The Time Traveler's Wife (Vol. 5)","Charlotte Brontë","https://www.gutenberg.org/ebooks/search/?query=The%20Time%20Traveler's%20Wife&submit_search=Go"
380,Romance,"Thus Spake Zarathustra","Classic Author","https://www.gutenberg.org/ebooks/search/?query=Thus%20Spake%20Zarathustra&submit_search=Go"
381,Romance,"Villette (Vol. 2)","Thomas Hardy","https://www.gutenberg.org/ebooks/search/?query=Villette&submit_search=Go"
382,Romance,"Wuthering Heights","Emily Brontë","https://www.gutenberg.org/ebooks/search/?query=Wuthering%20Heights&submit_search=Go"
383,Romance,"Wuthering Heights (Vol. 7)","Emily Brontë","https://www.gutenberg.org/ebooks/search/?query=Wuthering%20Heights&submit_search=Go"
384,Sci-Fi,"Common Sense","Classic Author","https://www.gutenberg.org/ebooks/search/?query=Common%20Sense&submit_search=Go"
385,Sci-Fi,"Daybreak","Classic Author","https://www.gutenberg.org/ebooks/search/?query=Daybreak&submit_search=Go"
386,Sci-Fi,"King Lear","Classic Author","https://www.gutenberg.org/ebooks/search/?query=King%20Lear&submit_search=Go"
387,Sci-Fi,"Nature","Classic Author","https://www.gutenberg.org/ebooks/search/?query=Nature&submit_search=Go"
388,Sci-Fi,"The Castle of Otranto","Classic Author","https://www.gutenberg.org/ebooks/search/?query=The%20Castle%20of%20Otranto&submit_search=Go"
389,Sci-Fi,"The Custom of the Country","Classic Author","https://www.gutenberg.org/ebooks/search/?query=The%20Custom%20of%20the%20Country&submit_search=Go"
390,Sci-Fi,"The Republic","Classic Author","https://www.gutenberg.org/ebooks/search/?query=The%20Republic&submit_search=Go"
391,Sci-Fi,"Youth","Classic Author","https://www.gutenberg.org/ebooks/search/?query=Youth&submit_search=Go"
392,Thriller,"Othello","Classic Author","https://www.gutenberg.org/ebooks/search/?query=Othello&submit_search=Go"
393,Thriller,"The Awakening","Classic Author","https://www.gutenberg.org/ebooks/search/?query=The%20Awakening&submit_search=Go"
394,Thriller,"The Ego and Its Own","Classic Author","https://www.gutenberg.org/ebooks/search/?query=The%20Ego%20and%20Its%20Own&submit_search=Go"
395,Thriller,"The Oversoul","Classic Author","https://www.gutenberg.org/ebooks/search/?query=The%20Oversoul&submit_search=Go"
396,Thriller,"The Prince","Classic Author","https://www.gutenberg.org/ebooks/search/?query=The%20Prince&submit_search=Go"
397,Thriller,"The Rescue","Classic Author","https://www.gutenberg.org/ebooks/search/?query=The%20Rescue&submit_search=Go"
398,Thriller,"The Rights of Man","Classic Author","https://www.gutenberg.org/ebooks/search/?query=The%20Rights%20of%20Man&submit_search=Go"
399,Thriller,"Vathek","Classic Author","https://www.gutenberg.org/ebooks/search/?query=Vathek&submit_search=Go"
400,Unknown Genre,"Test PDF Document","W3C","https://www.gutenberg.org/ebooks/search/?query=Test%20PDF%20Document&submit_search=Go"
